month,City,Air_code,State,Airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
7,Albany,ALB,NY,Albany International,820,227,85.92,8.09,30.62,0,102.38,7,0,15814,5681,437,1756,0,7940
7,Albuquerque,ABQ,NM,Albuquerque International Sunport,1729,395,148.95,11.12,42.68,1,191.24,8,2,21765,8050,754,1737,18,11206
7,Alexandria,AEX,LA,Alexandria International,111,13,6.43,1.9,1.91,0,2.76,0,1,1000,338,332,85,0,245
7,Allentown/Bethlehem/Easton,ABE,PA,Lehigh Valley International,193,45,20.07,1.97,12.08,0,10.89,1,0,2763,1528,75,474,0,686
7,Alpena,APN,MI,Alpena County Regional,53,7,4,0,0,0,3,4,0,578,375,0,0,0,203
7,Amarillo,AMA,TX,Rick Husband Amarillo International,237,45,14.15,2.77,3.99,0,24.09,1,2,2100,502,342,170,0,1086
7,Anchorage,ANC,AK,Ted Stevens Anchorage International,2083,221,71.75,8.34,53.49,8.97,78.46,12,4,12351,4706,549,1644,271,5181
7,Appleton,ATW,WI,Appleton International,352,70,29.94,0.41,16.07,0,23.58,8,0,5217,2659,31,542,0,1985
7,Arcata/Eureka,ACV,CA,California Redwood Coast Humboldt County,97,20,4.6,0.89,5.74,0,8.76,0,1,1571,767,16,191,0,597
7,Asheville,AVL,NC,Asheville Regional,380,102,40.24,3.99,25.09,0,32.68,6,7,7754,2948,1140,1142,0,2524
7,Aspen,ASE,CO,Aspen Pitkin County Sardy Field,510,109,40.44,2.37,21.63,0,44.56,8,8,13317,6069,702,1781,0,4765
7,Atlanta,ATL,GA,Hartsfield-Jackson Atlanta International,32189,6238,1515.7,226.36,2108.75,13.42,2373.78,79,131,413681,136135,17142,95119,1071,164214
7,Atlantic City,ACY,NJ,Atlantic City International,310,87,10.22,3.71,62.91,0,10.16,13,1,7465,562,450,5674,0,779
7,Augusta,AGS,GA,Augusta Regional at Bush Field,188,47,22.34,1.26,10.86,0,12.54,4,2,3946,2115,58,456,0,1317
7,Austin,AUS,TX,Austin - Bergstrom International,4635,1122,353.87,41.14,266.7,1.63,458.64,26,5,66898,21342,3651,12373,49,29483
7,Bakersfield,BFL,CA,Meadows Field,206,43,15.35,0,5.81,0,21.84,0,0,2567,1101,0,167,0,1299
7,Baltimore,BWI,MD,Baltimore/Washington International Thurgood Marshall,9260,2136,506.06,137.85,594.23,2.85,895.01,118,19,126443,29529,10519,31421,133,54841
7,Bangor,BGR,ME,Bangor International,145,21,7.41,0.61,5.64,0,7.35,5,0,1529,488,23,176,0,842
7,Barrow,BRW,AK,Wiley Post/Will Rogers Memorial,79,11,2.34,1,4.02,0,3.64,0,2,425,140,33,113,0,139
7,Baton Rouge,BTR,LA,Baton Rouge Metropolitan/Ryan Field,595,123,51.99,0,26.97,0,44.05,5,1,11946,8165,0,1024,0,2757
7,Bemidji,BJI,MN,Bemidji Regional,62,5,0.32,0,3.58,0,1.1,0,0,145,8,0,92,0,45
7,Bend/Redmond,RDM,OR,Roberts Field,403,76,24.5,1.99,17.91,0,31.6,1,0,6865,3327,1014,570,0,1954
7,Bethel,BET,AK,Bethel Airport,80,6,4.93,0,0.07,0,1,2,0,404,338,0,3,0,63
7,Billings,BIL,MT,Billings Logan International,356,65,26.63,3.46,12.69,0,22.22,1,1,3991,1827,301,373,0,1490
7,Binghamton,BGM,NY,Greater Binghamton/Edwin A. Link Field,85,18,8.47,0.92,3.2,0,5.4,0,0,1159,540,44,232,0,343
7,Birmingham,BHM,AL,Birmingham-Shuttlesworth International,979,242,98.18,6.08,39.87,0,97.87,11,4,13268,5226,581,1762,0,5699
7,Bismarck/Mandan,BIS,ND,Bismarck Municipal,212,48,14.78,3.86,12.31,0,17.03,1,0,2578,550,273,466,0,1289
7,Bloomington/Normal,BMI,IL,Central Il Regional Airport at Bloomington,222,61,20.83,1.23,12.63,0,26.32,2,0,4034,1878,61,539,0,1556
7,Boise,BOI,ID,Boise Air Terminal,1412,179,67.57,5.39,27.93,0,78.11,3,0,8955,3533,287,755,0,4380
7,Boston,BOS,MA,Logan International,11130,3216,720.53,153.95,1203.85,0.83,1136.82,187,10,250232,54564,13322,85497,19,96830
7,Bozeman,BZN,MT,Bozeman Yellowstone International,637,109,40.07,3.02,32.93,0,32.97,2,0,7494,3296,304,1341,0,2553
7,Brainerd,BRD,MN,Brainerd Lakes Regional,62,8,2.82,1.79,0.39,0,3,0,0,407,196,55,17,0,139
7,Bristol/Johnson City/Kingsport,TRI,TN,Tri Cities,182,48,16.45,0.03,9.3,0,22.22,0,0,4304,2038,4,426,0,1836
7,Brownsville,BRO,TX,Brownsville South Padre Island International,105,16,3.25,1.13,2.8,0,8.82,1,0,485,77,58,63,0,287
7,Brunswick,BQK,GA,Brunswick Golden Isles,85,18,7.93,0,6.65,0,3.43,0,0,550,219,0,174,0,157
7,Buffalo,BUF,NY,Buffalo Niagara International,1624,463,175.03,16.78,80.59,0.5,190.1,44,3,32084,12824,1209,3806,11,14234
7,Bullhead City,IFP,AZ,Laughlin/Bullhead International,31,10,4.43,0,4.47,0,1.1,0,0,562,398,0,113,0,51
7,Burbank,BUR,CA,Bob Hope,2154,407,128.19,1.58,53.08,0.54,223.62,35,4,19438,6267,107,1969,30,11065
7,Burlington,BTV,VT,Burlington International,305,82,25.36,3.79,21.74,0,31.11,9,0,5548,2293,319,1000,0,1936
7,Butte,BTM,MT,Bert Mooney,57,5,2.66,0,0,0,2.34,0,0,142,72,0,0,0,70
7,Casper,CPR,WY,Casper/Natrona County International,61,4,3.97,0,0.03,0,0,0,0,177,175,0,2,0,0
7,Cedar City,CDC,UT,Cedar City Regional,52,8,3.43,0,4.32,0,0.24,0,0,465,334,0,114,0,17
7,Cedar Rapids/Iowa City,CID,IA,The Eastern Iowa,564,123,39.3,3.93,31.51,0,48.26,12,2,9532,2928,582,1909,0,4113
7,Charleston,CHS,SC,Charleston AFB/International,1249,234,92.18,8.99,45.87,0,86.96,17,5,14187,5335,773,1854,0,6225
7,Charleston/Dunbar,CRW,WV,Yeager,125,26,8.9,2.51,9.27,0,5.33,2,0,1767,535,118,725,0,389
7,Charlotte,CLT,NC,Charlotte Douglas International,9706,2005,623.89,86.1,637.3,2.83,654.87,189,65,131421,42685,6695,33200,213,48628
7,Charlotte Amalie,STT,VI,Cyril E King,447,102,39.57,6.63,31.39,0.08,24.32,1,0,7915,3923,433,1471,5,2083
7,Charlottesville,CHO,VA,Charlottesville Albemarle,138,45,15.89,0.35,14.19,0,14.57,9,0,3911,1877,7,1258,0,769
7,Chattanooga,CHA,TN,Lovell Field,279,78,34.19,1.31,21.96,0,20.55,9,0,5782,3043,135,1506,0,1098
7,Chicago,MDW,IL,Chicago Midway International,8085,1771,390.27,100.76,425.09,2.1,852.79,85,34,93365,18855,8430,17034,153,48893
7,Chicago,ORD,IL,Chicago O'Hare International,25608,6432,1083.49,187.37,2685.29,6.71,2469.13,689,147,546180,115698,21554,199725,534,208669
7,Christiansted,STX,VI,Henry E. Rohlsen,107,26,7.2,2.13,6.52,0,10.14,0,0,2375,383,168,452,0,1372
7,Cincinnati,CVG,OH,Cincinnati/Northern Kentucky International,1995,446,143.8,16.48,112.15,0,173.55,15,2,34571,11457,995,5366,0,16753
7,Cleveland,CLE,OH,Cleveland-Hopkins International,3190,704,207.72,27.97,183.01,0.44,284.88,46,1,50616,15193,2756,9684,14,22969
7,Cody,COD,WY,Yellowstone Regional,122,6,1.18,1,1.27,0,2.55,0,1,404,67,21,53,0,263
7,College Station/Bryan,CLL,TX,Easterwood Field,85,7,4.51,0,1.04,0,1.44,1,0,281,212,0,27,0,42
7,Colorado Springs,COS,CO,City of Colorado Springs Municipal,873,221,62.82,12.37,61.53,0,84.29,13,4,18663,7105,852,2522,0,8184
7,Columbia,CAE,SC,Columbia Metropolitan,348,73,29.56,3.64,13.35,0,26.47,10,1,4315,1698,235,473,0,1909
7,Columbia,COU,MO,Columbia Regional,31,12,2.96,0,1.29,0,7.75,1,0,634,162,0,45,0,427
7,Columbus,CMH,OH,John Glenn Columbus International,2147,532,177.03,25.48,127.96,0,201.54,20,7,30329,10172,1831,5495,0,12831
7,Columbus,CSG,GA,Columbus Airport,104,22,4.76,1,6.82,0,9.44,0,0,1143,299,114,188,0,542
7,Columbus,GTR,MS,Golden Triangle Regional,80,21,3.49,0,5.68,0,11.84,0,0,1184,124,0,290,0,770
7,Cordova,CDV,AK,Merle K Mudhole Smith,62,3,1,0,0.11,0,1.89,0,1,196,97,0,2,0,97
7,Corpus Christi,CRP,TX,Corpus Christi International,221,55,20.55,2.29,6.91,0,25.26,5,0,3627,1601,200,252,0,1574
7,Dallas,DAL,TX,Dallas Love Field,5861,1596,423.83,42.65,415.94,2.58,711,52,39,78582,21560,3085,14570,67,39300
7,Dallas/Fort Worth,DFW,TX,Dallas/Fort Worth International,16062,3237,860.6,142.36,1012.22,9.42,1212.42,228,123,232651,74257,13439,50232,673,94050
7,Dayton,DAY,OH,James M Cox/Dayton International,449,101,36.19,4.77,21.01,0,39.03,11,5,6245,2303,403,667,0,2872
7,Daytona Beach,DAB,FL,Daytona Beach International,178,35,13.4,5.13,6.47,0.45,9.56,0,0,1424,445,219,288,10,462
7,Deadhorse,SCC,AK,Deadhorse Airport,62,5,2.32,0,0.07,0,2.61,0,1,228,104,0,3,0,121
7,Denver,DEN,CO,Denver International,20655,3773,920.51,146.19,1072.32,4.62,1629.37,125,72,261376,75673,14181,51818,251,119453
7,Des Moines,DSM,IA,Des Moines International,643,141,53.3,6.64,22.8,0.83,57.43,10,1,9093,4024,454,773,66,3776
7,Detroit,DTW,MI,Detroit Metro Wayne County,10944,1914,478.46,78.06,507.22,4.58,845.69,63,8,141402,40436,5764,27202,368,67632
7,Devils Lake,DVL,ND,Devils Lake Regional,53,11,3,0.61,0.89,1,5.5,0,0,723,349,27,31,39,277
7,Dillingham,DLG,AK,Dillingham Airport,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Dothan,DHN,AL,Dothan Regional,113,30,7.6,0.98,7.97,0,13.44,1,1,2554,435,902,253,0,964
7,Duluth,DLH,MN,Duluth International,264,55,25.23,4,8.25,0,17.52,9,0,4115,2483,305,339,0,988
7,Durango,DRO,CO,Durango La Plata County,151,24,11.34,0,4.13,0,8.54,0,0,2522,1652,0,219,0,651
7,Eagle,EGE,CO,Eagle County Regional,40,16,4.66,3.54,1.19,0,6.61,0,0,2001,1061,330,52,0,558
7,Eau Claire,EAU,WI,Chippewa Valley Regional,57,11,4.03,0,1.03,0,5.94,2,0,764,193,0,30,0,541
7,El Paso,ELP,TX,El Paso International,933,245,89.31,3.61,27.31,0,124.78,4,1,11864,4107,229,1001,0,6527
7,Elko,EKO,NV,Elko Regional,55,5,1.05,0,2.82,0,1.14,0,0,301,146,0,115,0,40
7,Erie,ERI,PA,Erie International/Tom Ridge Field,140,19,6.85,1,3.14,0,8.01,3,0,1253,665,16,68,0,504
7,Escanaba,ESC,MI,Delta County,52,6,2.97,1,0.04,0,1.99,0,1,447,258,18,2,0,169
7,Eugene,EUG,OR,Mahlon Sweet Field,388,67,21.31,1.51,20.56,0,23.62,0,0,3811,1416,153,624,0,1618
7,Evansville,EVV,IN,Evansville Regional,158,35,6.84,2.9,5.68,0,19.58,4,1,3174,1006,893,208,0,1067
7,Fairbanks,FAI,AK,Fairbanks International,371,33,12.13,2.23,10.75,0,7.89,3,1,1217,444,122,353,0,298
7,Fargo,FAR,ND,Hector International,199,41,16.32,2.46,8.56,0,13.67,3,0,3083,1394,212,328,0,1149
7,Fayetteville,FAY,NC,Fayetteville Regional/Grannis Field,112,25,9.5,0.87,3.72,0,10.9,0,0,1692,619,34,101,0,938
7,Fayetteville,XNA,AR,Northwest Arkansas Regional,426,93,34.12,1.21,19.44,0,38.22,3,0,7776,3696,338,890,0,2852
7,Flagstaff,FLG,AZ,Flagstaff Pulliam,124,23,4.73,0,5.57,0,12.7,1,0,1039,191,0,172,0,676
7,Flint,FNT,MI,Bishop International,341,91,27.26,4.57,14.3,0,44.88,8,0,6110,2296,295,570,0,2949
7,Fort Lauderdale,FLL,FL,Fort Lauderdale-Hollywood International,7710,2127,574.13,38.08,744.18,1.68,768.93,102,38,144911,36040,2643,42224,60,63944
7,Fort Myers,RSW,FL,Southwest Florida International,1772,418,154.05,11.61,101.42,0,150.9,18,9,28714,10038,1097,5594,0,11985
7,Fort Smith,FSM,AR,Fort Smith Regional,62,17,2.99,0,2.16,0,11.85,0,0,1297,264,0,89,0,944
7,Fort Wayne,FWA,IN,Fort Wayne International,456,126,38.3,3,28.67,0,56.04,8,2,10013,4448,307,1162,0,4096
7,Fresno,FAT,CA,Fresno Yosemite International,701,94,31.58,1.85,12.81,0,47.76,1,0,7661,3902,132,469,0,3158
7,Gainesville,GNV,FL,Gainesville Regional,121,39,21.87,0,6.23,0,10.9,1,0,2495,1692,0,192,0,611
7,Gillette,GCC,WY,Gillette Campbell County,84,11,3.64,0,2.04,0,5.33,3,0,667,175,0,101,0,391
7,Grand Forks,GFK,ND,Grand Forks International,160,26,10.3,1.87,4.13,0,9.7,0,1,1944,1176,97,105,0,566
7,Grand Island,GRI,NE,Central Nebraska Regional,57,13,5.43,0,4.02,0,3.55,0,0,777,261,0,119,0,397
7,Grand Junction,GJT,CO,Grand Junction Regional,222,26,9.51,0.26,3.09,0,13.13,0,0,1720,594,28,112,0,986
7,Grand Rapids,GRR,MI,Gerald R. Ford International,992,236,84.55,11.03,44.89,0,95.52,22,0,15268,5685,629,1973,0,6981
7,Great Falls,GTF,MT,Great Falls International,170,16,9.19,1,2.64,0,3.17,1,0,1421,1107,79,68,0,167
7,Green Bay,GRB,WI,Green Bay Austin Straubel International,410,96,27.88,3.14,21.01,0,43.96,14,0,5436,1608,209,700,0,2919
7,Greensboro/High Point,GSO,NC,Piedmont Triad International,516,111,45.72,5.32,28.91,0,31.06,19,0,7246,3391,425,1251,0,2179
7,Greer,GSP,SC,Greenville-Spartanburg International,514,120,45.93,3.5,15.43,0,55.14,7,0,8592,4086,173,620,0,3713
7,Guam,GUM,TT,Guam International,31,8,3.83,0,3.14,0,1.03,0,0,313,165,0,94,0,54
7,Gulfport/Biloxi,GPT,MS,Gulfport-Biloxi International,198,26,11.82,2.79,5.9,0,5.48,1,2,1192,480,278,208,0,226
7,Gunnison,GUC,CO,Gunnison-Crested Butte Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Gustavus,GST,AK,Gustavus Airport,31,2,1,0,0,0,1,0,0,87,44,0,0,0,43
7,Hancock/Houghton,CMX,MI,Houghton County Memorial,62,19,4.6,0,2.36,0.45,11.6,4,0,1331,402,0,52,45,832
7,Harlingen/San Benito,HRL,TX,Valley International,208,62,15.53,0.62,3.32,0,42.53,0,0,3199,646,24,154,0,2375
7,Harrisburg,MDT,PA,Harrisburg International,267,57,16.74,1.65,14.74,0,23.85,8,1,4154,1152,76,1255,0,1671
7,Hartford,BDL,CT,Bradley International,1985,521,167.38,29.08,120.11,0.71,203.7,21,4,36520,11576,2478,6465,56,15945
7,Hattiesburg/Laurel,PIB,MS,Hattiesburg-Laurel Regional,62,24,1.71,1.08,3.6,0,17.62,2,1,2862,938,31,153,0,1740
7,Hayden,HDN,CO,Yampa Valley,87,15,5.89,1,4.03,0,4.1,3,0,1384,940,20,122,0,302
7,Hays,HYS,KS,Hays Regional,52,11,1.53,0,2.65,0,6.83,1,0,520,46,0,99,0,375
7,Helena,HLN,MT,Helena Regional,147,18,7.21,0,3.18,0,7.61,0,0,922,383,0,131,0,408
7,Hibbing,HIB,MN,Range Regional,52,6,4,0.96,1,0,0.04,0,0,271,209,43,17,0,2
7,Hilo,ITO,HI,Hilo International,571,29,16.22,0,1.35,0,11.43,0,0,769,386,0,29,0,354
7,Hobbs,HOB,NM,Lea County Regional,57,6,2.85,0,1.21,0,1.94,1,0,381,79,0,112,0,190
7,Honolulu,HNL,HI,Daniel K Inouye International,4485,444,203.91,2.32,79.08,2.36,156.32,14,2,25429,12319,211,2172,147,10580
7,Houston,HOU,TX,William P Hobby,4816,1228,333.99,33.75,268.21,0.28,591.78,45,12,59831,15866,2351,8864,15,32735
7,Houston,IAH,TX,George Bush Intercontinental/Houston,11507,1855,462.82,79.89,631.88,0.03,680.38,135,59,148772,40436,7582,43170,2,57582
7,Huntsville,HSV,AL,Huntsville International-Carl T Jones Field,369,79,30.26,2.58,13.78,0,32.37,4,0,5618,2098,653,543,0,2324
7,Hyannis,HYA,MA,Barnstable Municipal-Boardman/Polando Field,31,7,3.11,0,2.31,0,1.58,0,0,337,230,0,62,0,45
7,Idaho Falls,IDA,ID,Idaho Falls Regional,223,30,12.16,0,6.31,0,11.53,0,1,2897,1822,0,287,0,788
7,Indianapolis,IND,IN,Indianapolis International,2514,614,208.25,20.7,119.86,0,265.19,23,13,37950,13264,1647,4814,0,18225
7,International Falls,INL,MN,Falls International Einarson Field,54,2,0,0,0.76,0,1.24,0,0,113,0,0,29,0,84
7,Iron Mountain/Kingsfd,IMT,MI,Ford,57,4,2,0,0,0,2,0,0,473,118,0,0,0,355
7,Islip,ISP,NY,Long Island MacArthur,393,118,31.72,8.54,11.08,0,66.66,5,0,7535,1470,809,685,0,4571
7,Ithaca/Cortland,ITH,NY,Ithaca Tompkins Regional,85,6,4,0,0.15,0,1.85,0,0,464,289,0,11,0,164
7,Jackson,JAC,WY,Jackson Hole,560,110,43.89,4.32,23.18,0,38.61,7,2,10310,5649,379,1546,0,2736
7,Jackson/Vicksburg,JAN,MS,Jackson Medgar Wiley Evers International,414,79,23.5,7.84,18.28,0,29.38,4,1,5429,1456,994,1022,0,1957
7,Jacksonville,JAX,FL,Jacksonville International,1476,403,155.13,25.83,80.59,0,141.45,12,4,24598,9655,1576,3810,0,9557
7,Jacksonville/Camp Lejeune,OAJ,NC,Albert J Ellis,67,22,12.72,0,5.09,0,4.19,0,0,2565,2170,0,147,0,248
7,Jamestown,JMS,ND,Jamestown Regional,84,14,4.7,0.42,0.86,0,8.02,0,0,901,207,18,41,0,635
7,Joplin,JLN,MO,Joplin Regional,60,7,0.77,0,2.48,0,3.75,0,0,338,23,0,66,0,249
7,Juneau,JNU,AK,Juneau International,511,49,15.05,1,13.27,0.89,18.79,1,3,1803,612,117,295,24,755
7,Kahului,OGG,HI,Kahului Airport,2171,187,95.22,1.67,33.52,0.3,56.29,3,4,10184,5089,66,835,10,4184
7,Kalamazoo,AZO,MI,Kalamazoo/Battle Creek International,230,50,18.58,1.03,13.08,0,17.31,8,0,4678,1675,62,1713,0,1228
7,Kalispell,FCA,MT,Glacier Park International,367,75,28.88,3.1,12.72,0,30.31,2,0,5174,1835,171,516,0,2652
7,Kansas City,MCI,MO,Kansas City International,4079,860,280.87,37.41,136.57,3.06,402.06,25,8,50746,17889,2855,5736,115,24151
7,Ketchikan,KTN,AK,Ketchikan International,273,40,18.61,0,10.38,1,10.01,0,1,1393,725,0,251,33,384
7,Key West,EYW,FL,Key West International,133,12,4.06,2,3.7,0,2.24,0,1,968,764,56,97,0,51
7,Killeen,GRK,TX,Robert Gray AAF,131,28,16.86,1,2.45,0,7.69,1,0,2988,2268,20,120,0,580
7,King Salmon,AKN,AK,King Salmon Airport,31,1,1,0,0,0,0,0,0,73,73,0,0,0,0
7,Knoxville,TYS,TN,McGhee Tyson,556,171,52.05,8.86,54.17,0,55.91,8,0,11199,3070,911,2283,0,4935
7,Kodiak,ADQ,AK,Kodiak Airport,56,7,2.06,1.75,2.51,0,0.68,2,0,535,51,360,105,0,19
7,Kona,KOA,HI,Ellison Onizuka Kona International at Keahole,1294,98,58.06,1.6,15.92,0,22.43,3,3,6116,2976,48,443,0,2649
7,Kotzebue,OTZ,AK,Ralph Wien Memorial,61,2,0,1,0.61,0.39,0,4,1,103,0,85,11,7,0
7,La Crosse,LSE,WI,La Crosse Regional,201,51,8.84,2.51,11.35,0,28.3,4,0,3140,813,104,470,0,1753
7,Lafayette,LFT,LA,Lafayette Regional Paul Fournet Field,189,42,20.03,2.95,10.84,0,8.18,1,1,2159,1156,150,355,0,498
7,Lake Charles,LCH,LA,Lake Charles Regional,77,8,3.88,0,1.93,0,2.19,1,0,472,205,0,119,0,148
7,Lansing,LAN,MI,Capital Region International,171,26,7.02,0,3.91,0,15.08,4,0,1742,375,0,139,0,1228
7,Laramie,LAR,WY,Laramie Regional,52,10,4.48,0.83,0.43,0,4.26,0,0,1329,1046,81,21,0,181
7,Laredo,LRD,TX,Laredo International,166,25,11.75,1.14,5.43,0,6.68,1,1,2045,1303,186,122,0,434
7,Las Vegas,LAS,NV,McCarran International,13229,2756,727.19,80.48,708.5,3.7,1236.13,85,35,156542,43427,6248,33846,128,72893
7,Latrobe,LBE,PA,Arnold Palmer Regional,93,31,4.32,0.79,17.78,0,8.11,0,0,1911,225,43,1037,0,606
7,Lawton/Fort Sill,LAW,OK,Lawton-Fort Sill Regional,91,19,9.57,0,3.41,0,6.02,2,0,1426,749,0,167,0,510
7,Lewiston,LWS,ID,Lewiston Nez Perce County,85,4,2,0,1,0,1,0,0,224,139,0,40,0,45
7,Lexington,LEX,KY,Blue Grass,431,112,51.92,0.64,26.65,0,32.81,14,2,8545,4919,43,1426,0,2157
7,Lihue,LIH,HI,Lihue Airport,1215,111,61.59,0,15.23,0.41,33.77,5,1,7336,4098,0,433,9,2796
7,Lincoln,LNK,NE,Lincoln Airport,276,55,20.3,2.92,10.17,0,21.61,3,1,4329,1982,362,411,0,1574
7,Little Rock,LIT,AR,Bill and Hillary Clinton Nat Adams Field,606,175,64.34,2.24,34.34,0,74.07,3,0,10127,4209,122,1188,0,4608
7,Long Beach,LGB,CA,Long Beach Airport,1368,315,94.28,4.41,49.87,0.18,166.27,10,1,22814,6498,415,2536,19,13346
7,Los Angeles,LAX,CA,Los Angeles International,19167,3686,1005.58,136.26,1206.14,10.28,1327.72,120,11,223420,73281,9551,47893,452,92243
7,Louisville,SDF,KY,Louisville Muhammad Ali International,880,209,72.51,4.22,44.25,0,88.02,10,0,12138,4683,309,2094,0,5052
7,Lubbock,LBB,TX,Lubbock Preston Smith International,337,60,13.42,1.84,9.41,0,35.33,2,3,2334,571,54,249,0,1460
7,Madison,MSN,WI,Dane County Regional-Truax Field,854,182,63.33,6.33,40.06,0,72.28,19,0,13419,6092,273,1793,0,5261
7,Manchester,MHT,NH,Manchester-Boston Regional,540,162,47.33,1.61,25.79,0,87.26,7,0,8980,3036,66,1325,0,4553
7,Manhattan/Ft. Riley,MHK,KS,Manhattan Regional,140,39,12.89,1.07,7.41,0,17.64,1,0,3513,1622,38,375,0,1478
7,Marquette,MQT,MI,Sawyer International,86,12,7.19,1,1.85,0,1.97,0,2,1093,850,48,78,0,117
7,Martha's Vineyard,MVY,MA,Martha's Vineyard Airport,71,17,9.29,0,1.1,0,6.62,1,1,767,322,0,46,0,399
7,Medford,MFR,OR,Rogue Valley International - Medford,304,50,14.97,0.8,12.72,0,21.51,0,0,2698,705,16,412,0,1565
7,Melbourne,MLB,FL,Melbourne International,136,21,12.04,0.61,2.52,0,5.83,1,0,1078,571,28,210,0,269
7,Memphis,MEM,TN,Memphis International,1304,314,109.41,25.98,66.91,0,111.69,17,1,21603,7971,2259,2831,0,8542
7,Meridian,MEI,MS,Key Field,93,36,12.91,0,3.28,0,19.81,2,0,5578,2321,0,1215,0,2042
7,Miami,MIA,FL,Miami International,5847,1485,430.99,62.53,472.51,2.08,516.87,99,21,100535,32713,5018,20492,206,42106
7,Midland/Odessa,MAF,TX,Midland International Air and Space Port,460,85,22.51,2.61,14.55,0,45.33,1,1,5080,1305,249,634,0,2892
7,Milwaukee,MKE,WI,General Mitchell International,2684,614,196.23,14.89,114.01,0.68,288.18,36,2,37376,13280,1148,5063,14,17871
7,Minneapolis,MSP,MN,Minneapolis-St Paul International,12625,1835,543.9,60.52,523.84,3.96,702.78,57,20,131537,51432,5469,23090,571,50975
7,Minot,MOT,ND,Minot International,112,18,6.01,0,3.69,0,8.3,4,0,1073,317,0,104,0,652
7,Mission/McAllen/Edinburg,MFE,TX,McAllen Miller International,187,36,12.81,2.34,5.74,0,15.12,1,0,2622,545,423,202,0,1452
7,Missoula,MSO,MT,Missoula International,311,43,18.78,2.75,8.84,0,12.64,3,2,3345,1568,208,279,0,1290
7,Mobile,MOB,AL,Mobile Regional,366,79,30.76,2.28,15.7,0,30.25,4,0,4702,1876,201,672,0,1953
7,Moline,MLI,IL,Quad City International,310,98,42.15,1.78,18.28,0,35.79,4,2,5908,3135,128,640,0,2005
7,Monroe,MLU,LA,Monroe Regional,166,31,14.42,1,4.6,0,10.98,2,0,2206,920,24,147,0,1115
7,Monterey,MRY,CA,Monterey Regional,235,44,12.01,0,9.78,0,22.21,3,2,2329,875,0,251,0,1203
7,Montgomery,MGM,AL,Montgomery Regional,27,6,2.85,0,3.15,0,0,0,0,274,202,0,72,0,0
7,Montrose/Delta,MTJ,CO,Montrose Regional,42,2,0.8,0,1.2,0,0,0,0,45,20,0,25,0,0
7,Mosinee,CWA,WI,Central Wisconsin,135,45,15.83,2.14,6.22,0,20.81,9,0,3559,1402,229,301,0,1627
7,Muskegon,MKG,MI,Muskegon County,57,19,9.3,0.87,1.01,0,7.83,2,0,1238,848,48,58,0,284
7,Myrtle Beach,MYR,SC,Myrtle Beach International,722,105,17.59,2.27,63.52,0,21.62,13,0,6591,1175,82,4080,0,1254
7,Nantucket,ACK,MA,Nantucket Memorial,184,42,16.45,8.16,9.88,0,7.51,3,0,3395,1422,778,571,0,624
7,Nashville,BNA,TN,Nashville International,4914,1122,364.73,31.87,196.44,1.06,527.92,33,9,65508,21964,2227,7984,47,33286
7,New Bern/Morehead/Beaufort,EWN,NC,Coastal Carolina Regional,59,14,8.08,0,1.16,0,4.77,0,1,1636,1321,0,48,0,267
7,New Orleans,MSY,LA,Louis Armstrong New Orleans International,3954,1035,304.27,47.07,253.74,0,429.91,33,11,58158,16478,3776,12580,0,25324
7,New York,JFK,NY,John F. Kennedy International,8464,2639,506.6,74.52,1245.66,8.5,803.71,192,34,229643,45982,6543,99646,604,76868
7,New York,LGA,NY,LaGuardia,7858,2555,466.49,125.92,1323.04,1.66,637.87,320,67,218491,47993,11052,104157,82,55207
7,Newark,EWR,NJ,Newark Liberty International,9988,3281,433.7,143.82,1918.58,0.39,784.49,328,38,310720,44280,15016,177384,15,74025
7,Newburgh/Poughkeepsie,SWF,NY,New York Stewart International,117,33,9.95,6.64,7.56,0,8.86,0,0,2940,750,428,820,0,942
7,Newport News/Williamsburg,PHF,VA,Newport News/Williamsburg International,93,15,6.51,0.5,1.69,0,6.3,0,0,845,385,44,40,0,376
7,Niagara Falls,IAG,NY,Niagara Falls International,45,12,0,2.36,8.34,0,1.3,2,0,946,0,280,616,0,50
7,Nome,OME,AK,Nome Airport,61,2,0,0.78,1.22,0,0,1,0,84,0,52,32,0,0
7,Norfolk,ORF,VA,Norfolk International,1017,219,80.73,11.69,37.07,0,89.52,12,3,12913,4577,610,2294,0,5432
7,North Bend/Coos Bay,OTH,OR,Southwest Oregon Regional,40,14,3.06,0,1.69,0,9.25,0,1,904,266,0,74,0,564
7,Oakland,OAK,CA,Metropolitan Oakland International,4492,782,203.36,10.16,128.42,3.3,436.75,56,2,39701,10188,695,5285,171,23362
7,Oklahoma City,OKC,OK,Will Rogers World,1317,328,114.59,12.89,49.66,0,150.87,4,2,18206,6035,966,2303,0,8902
7,Omaha,OMA,NE,Eppley Airfield,1752,440,135.68,17.4,72.05,0.5,214.39,24,1,27399,8902,2401,2456,11,13629
